8,Yo_F1
9,Yo_F2
10,Yo_F3
11,Yo_F4
12,Yo_F5
13,Yo_F6
14,Yo_F7
15,Yo_F8
16,Yo_F9
17,Yo_F10
31,Yo_A10
32,Yo_A9
33,Yo_A8
34,Yo_A7
35,Yo_A6
36,Yo_C10
37,Yo_C9
38,Yo_C8
39,Yo_C7
40,Yo_C6
41,Yo_B10
42,Yo_B9
43,Yo_B8
44,Yo_B7
45,Yo_B6
54,Yo_A1
55,Yo_A2
56,Yo_A3
57,Yo_A4
58,Yo_A5
59,Yo_C1
60,Yo_C2
61,Yo_C3
62,Yo_C4
63,Yo_C5
64,Yo_B1
65,Yo_B2
66,Yo_B3
67,Yo_B4
68,Yo_B5
