1,4.5162024498,114.8816244612,2.9154063373,3.5530188998,0.6538223313,0.6643728434
2,2.7153449059,71.5537122969,1.8928676102,-4.9621167814,-2.1805365988,0.7134155797
3,2.1872131824,58.8470742845,1.5929909531,-10.4612529889,-3.8287651882,0.6955943691
4,2.1148369312,57.1057306306,1.5518952429,-16.4687932349,-5.6984451913,0.6296544532
5,2.0513331890,55.5778559943,1.5158374015,-7.7690576815,-3.0602615954,0.7306699514
6,1.9477413893,53.0854787294,1.4570172980,5.0854844148,-3.1270067769,1.9954831172
7,1.6611328125,46.1897910156,1.2942790680,-17.5623530793,-11.4683550899,2.1189732881
8,1.7937860489,49.3813748219,1.3696004458,0.7508876967,-0.2820138529,0.7012388376
9,1.7419701815,48.1347057780,1.3401790564,-2.0370561730,-1.4203715427,0.6227381253
10,1.3008195162,37.5207972315,1.0896908147,-13.5301694039,-4.7292498432,0.6674619003
11,0.5633634925,19.7779002839,0.6709584467,2.3463820688,-4.2395078434,1.9979388223
12,0.8235530853,26.0379578117,0.8186958044,5.8854452413,1.4100607851,0.5996191649
