1,0
2,0
3,0
4,0
5,0
14,0
23,1
24,0
25,0
34,0
43,1
44,1
45,1
44,0
43,0
52,1
61,1
52,0
43,0
34,0
25,0
16,0
7,0
6,0
5,0
4,0
3,0
2,0
1,0
